Individual,one_minus_r2,R2,Fitness,Generation,EvalIndex,Status
"[194.31853491159512, 61.20883846335086, 0.2304898523664471]",0.024822016353020393,0.9751779836469796,0.024822016353020393,5,152,OK
"[180.83253944978446, 61.20883846335086, 0.3025373323333826]",0.03170260741259756,0.9682973925874024,0.03170260741259756,5,153,OK
"[198.6949943375073, 35.05100611377491, 0.7751211991537941]",0.02703429317156203,0.972965706828438,0.02703429317156203,5,154,OK
"[236.89126685577438, 54.02796030066271, 0.6870432716063214]",0.2699859250884493,0.7300140749115507,0.2699859250884493,6,155,OK
"[204.09968497909054, 28.239832928891342, 0.5017865465070497]",0.03711753201647405,0.962882467983526,0.03711753201647405,6,156,OK
"[212.78079403213738, 61.12471883195063, 0.3238873508089657]",0.06214870530067662,0.9378512946993234,0.06214870530067662,6,157,OK
"[194.38082032473957, 61.20883846335086, 0.3053013662495034]",0.014975838839581201,0.9850241611604188,0.014975838839581201,6,158,OK
"[198.47519825939324, 64.65925179589728, 0.5108598807982532]",0.02509662763173448,0.9749033723682655,0.02509662763173448,6,159,OK
"[197.35071522292586, 35.05100611377491, 0.4175692063806084]",0.01813912177385213,0.9818608782261479,0.01813912177385213,6,160,OK
"[188.37338285486052, 108.72865465862296, 0.8047830471767461]",999999.999,-inf,999999.999,6,161,ABAQUS_FAIL(code=0)
"[194.31853491159512, 106.50162335363078, 0.3143418122795239]",0.019925752749711756,0.9800742472502882,0.019925752749711756,6,162,OK
"[199.93145183725292, 61.00410988261173, 0.23324052070460685]",0.027761913689406614,0.9722380863105934,0.027761913689406614,6,163,OK
"[198.6949943375073, 35.05100611377491, 0.283998634121395]",0.03931068983151842,0.9606893101684816,0.03931068983151842,6,164,OK
"[200.8266146512365, 106.29689470717615, 0.8150906684530612]",0.24108717376883992,0.7589128262311601,0.24108717376883992,6,165,OK
"[205.98533469385865, 87.98300628452881, 0.23182590521488]",0.037745244130277245,0.9622547558697228,0.037745244130277245,6,166,OK
"[199.87303121331084, 25.450845505483485, 0.3189056842613156]",0.04789050708143683,0.9521094929185632,0.04789050708143683,6,167,OK
"[212.20380076163437, 67.52113682548023, 0.49650307553028616]",0.06979453760079213,0.9302054623992079,0.06979453760079213,6,168,OK
"[209.77286608366128, 100.58072391941072, 0.3359637874862185]",0.05537552753689212,0.9446244724631079,0.05537552753689212,6,169,OK
"[213.5928764964629, 97.85789726784377, 0.3051433435906842]",0.07137261618099056,0.9286273838190094,0.07137261618099056,6,170,OK
"[198.48742751513055, 61.20883846335086, 0.324643188901346]",0.018018149215973,0.981981850784027,0.018018149215973,6,171,OK
"[198.58533845737014, 52.62667001725062, 0.3053013662495034]",0.023610314681490108,0.9763896853185099,0.023610314681490108,6,172,OK
"[198.5743431063775, 59.45231731371403, 0.3053013662495034]",0.02148733030777139,0.9785126696922286,0.02148733030777139,6,173,OK
"[190.8814057849721, 142.02619875194938, 0.9509131441000106]",999999.999,-inf,999999.999,7,174,ABAQUS_FAIL(code=0)
