Individual,one_minus_r2,R2,Fitness,Generation,EvalIndex,Status
"[169.58036748419713, 77.1534356610026, 0.23166637757630532]",0.3446065939752281,0.6553934060247719,0.3446065939752281,9,216,OK
"[169.58036748419713, 77.1534356610026, 0.20989704444988144]",0.34082551577953213,0.6591744842204679,0.34082551577953213,9,217,CACHE
"[185.61472349491336, 82.19115222642381, 0.19727605718839988]",0.48585460945808334,0.5141453905419167,0.48585460945808334,9,218,OK
"[178.7915761606961, 79.1041953747285, 0.24491925857536698]",0.3099547313487221,0.6900452686512779,0.3099547313487221,9,219,OK
"[167.83725390036625, 64.00606642405322, 0.20974776297618283]",0.4181442498958565,0.5818557501041435,0.4181442498958565,9,220,OK
"[188.56137534081202, 77.1926436912243, 0.24358173072602127]",0.45894936783815576,0.5410506321618442,0.45894936783815576,9,221,OK
"[189.6420245173695, 37.89392209056351, 0.40384749967910755]",0.41715690452897736,0.5828430954710226,0.41715690452897736,9,222,OK
"[190.83448726455205, 81.52938523980949, 0.4002580091536418]",0.443538875938706,0.556461124061294,0.443538875938706,9,223,OK
"[173.21009417227268, 51.43088283845937, 0.524819069142525]",0.44676037141546054,0.5532396285845395,0.44676037141546054,9,224,OK
"[174.75144594791698, 77.1534356610026, 0.29394216572393583]",0.3300508879666124,0.6699491120333876,0.3300508879666124,9,225,OK
"[174.75144594791698, 77.18769483124484, 0.2445589617590439]",0.306329434743295,0.693670565256705,0.306329434743295,9,226,OK
"[174.75144594791698, 77.15358911232781, 0.2445589617590439]",0.3065275601549333,0.6934724398450667,0.3065275601549333,9,227,OK
"[139.49091693463083, 125.54182524116776, 0.456659931603929]",999999.999,-inf,999999.999,10,228,ABAQUS_FAIL(code=0)
"[173.48166271003706, 125.69224505963082, 0.2010554971763984]",0.44478174573500695,0.555218254264993,0.44478174573500695,10,229,OK
"[185.38878490991286, 75.2869668554944, 0.3466479465726371]",0.3590669504797499,0.6409330495202501,0.3590669504797499,10,230,OK
"[189.512409199001, 85.3529531248059, 0.18172252729789354]",0.573047155578852,0.426952844421148,0.573047155578852,10,231,OK
"[180.22626276282043, 75.8816514027262, 0.2795901485459592]",0.29710511586461175,0.7028948841353883,0.29710511586461175,10,232,OK
"[174.85344041779985, 77.26003877369298, 0.2445589617590439]",0.30583250064338807,0.6941674993566119,0.30583250064338807,10,233,CACHE
"[174.75144594791698, 77.1534356610026, 0.2445589617590439]",0.3064409465844339,0.6935590534155661,0.3064409465844339,10,234,CACHE
"[174.75144594791698, 77.10097039844948, 0.24462064831865651]",0.30672239056552497,0.693277609434475,0.30672239056552497,10,235,OK
"[180.3619095173081, 78.8131392603824, 0.2676286555654625]",0.3090762543649552,0.6909237456350448,0.3090762543649552,10,236,OK
"[178.77886783361367, 79.1041953747285, 0.24453295584622012]",0.31024553795745446,0.6897544620425455,0.31024553795745446,10,237,OK
"[179.45385081527712, 79.1041953747285, 0.24492910272669002]",0.3138602059327933,0.6861397940672067,0.3138602059327933,10,238,OK
"[174.75144594791698, 77.1534356610026, 0.29394216572393583]",0.3300508879666124,0.6699491120333876,0.3300508879666124,10,239,CACHE
"[175.09536298165958, 81.5847334740046, 0.21108274442212097]",0.33029313700284835,0.6697068629971517,0.33029313700284835,10,240,CACHE
"[174.07574941179686, 77.2264160257688, 0.20872960496573992]",0.33577583909022446,0.6642241609097755,0.33577583909022446,10,241,OK
"[169.58036748419713, 79.49859730918831, 0.20989704444988144]",0.3457458943091054,0.6542541056908946,0.3457458943091054,10,242,OK
"[192.7822462319888, 77.1534356610026, 0.23315150433708826]",0.5822934509938672,0.4177065490061328,0.5822934509938672,10,243,OK
"[169.75813466908482, 37.89392209056351, 0.4023623729183248]",0.3871903490587265,0.6128096509412735,0.3871903490587265,10,244,OK
"[178.8217117912343, 77.1534356610026, 0.27339762655143585]",0.2971983023922884,0.7028016976077116,0.2971983023922884,10,245,OK
"[176.76667232486312, 77.1534356610026, 0.2445589617590439]",0.307253578965206,0.692746421034794,0.307253578965206,10,246,OK
"[155.91647974038295, 61.43767736085549, 0.8107145731393945]",0.9024889505130529,0.09751104948694711,0.9024889505130529,11,247,OK
"[178.82113935718021, 75.89254185945748, 0.2736475356055533]",0.2939753052239077,0.7060246947760923,0.2939753052239077,11,248,OK
"[180.22683519687448, 77.14254520427133, 0.2793402394918417]",0.30157509014470785,0.6984249098552922,0.30157509014470785,11,249,OK
"[173.8749268662871, 77.26003877369298, 0.24482545936356287]",0.3083820512600025,0.6916179487399975,0.3083820512600025,11,250,OK
"[174.88998620841832, 78.7012031859146, 0.24456282026032422]",0.30338744049926814,0.6966125595007319,0.30338744049926814,11,251,OK
"[173.91147265690554, 73.66148413148555, 0.24482931786484316]",0.3190741237236885,0.6809258762763115,0.3190741237236885,11,252,OK
"[181.3870024128158, 77.1534356610026, 0.2550085960367432]",0.3214783926215661,0.6785216073784339,0.3214783926215661,11,253,OK
"[174.75144594791698, 77.1534356610026, 0.2445589617590439]",0.3064409465844339,0.6935590534155661,0.3064409465844339,11,254,CACHE
"[174.67237742195096, 77.10097039844948, 0.2445624178227645]",0.30723194371870255,0.6927680562812975,0.30723194371870255,11,255,OK
"[176.84574085082915, 77.1534356610026, 0.2446171922549359]",0.30757430453267953,0.6924256954673205,0.30757430453267953,11,256,OK
"[178.77006478496062, 78.81096581297508, 0.2676286555654625]",0.3031266171602688,0.6968733828397312,0.3031266171602688,11,257,OK
"[183.4576988726563, 80.75680089577284, 0.24453295584622012]",0.35598816957974744,0.6440118304202526,0.35598816957974744,11,258,OK
"[174.5410154279038, 79.10303097549935, 0.24665493155746926]",0.30477587625863933,0.6952241237413607,0.30477587625863933,11,259,OK
"[179.6642813352903, 77.15460006023174, 0.29221633689315657]",0.30654640289513135,0.6934535971048686,0.30654640289513135,11,260,OK
"[174.06475205258295, 81.5847334740046, 0.21108274442212097]",0.3275962143707962,0.6724037856292038,0.3275962143707962,11,261,OK
"[175.1063603408735, 77.2264160257688, 0.20872960496573992]",0.34212201847251333,0.6578779815274867,0.34212201847251333,11,262,OK
"[173.91147265690554, 78.7012031859146, 0.24483059785313488]",0.3061241598388733,0.6938758401611267,0.3061241598388733,11,263,OK
"[174.75144594791698, 77.18769483124484, 0.2445576817707522]",0.3064602753110859,0.6935397246889141,0.3064602753110859,11,264,OK
"[172.1357537321558, 26.51384043769242, 0.38685744414851525]",0.3569098984872787,0.6430901015127213,0.3569098984872787,12,265,OK
"[180.23799977677243, 75.90095182041037, 0.27366222452468875]",0.3000303341072006,0.6999696658927994,0.3000303341072006,12,266,OK
"[178.80997477728226, 77.13413524331844, 0.2793255505727063]",0.29839883166035364,0.7016011683396464,0.29839883166035364,12,267,OK
"[178.77006478496062, 78.81096581297508, 0.2676286555654625]",0.3031266171602688,0.6968733828397312,0.3031266171602688,12,268,CACHE
"[174.88998620841832, 78.7012031859146, 0.24456282026032422]",0.30338744049926814,0.6966125595007319,0.30338744049926814,12,269,CACHE
"[174.85830983814753, 79.10303097549935, 0.24665493155746926]",0.30377429889382146,0.6962257011061785,0.30377429889382146,12,270,OK
"[174.5361460075561, 77.26003877369298, 0.2445589617590439]",0.3065953668022878,0.6934046331977122,0.3065953668022878,12,271,OK
"[173.91147265690554, 78.7012031859146, 0.24482931786484316]",0.3060797622954772,0.6939202377045228,0.3060797622954772,12,272,CACHE
"[173.91147265690554, 78.7012031859146, 0.24483059785313488]",0.3061241598388733,0.6938758401611267,0.3061241598388733,12,273,CACHE
"[176.78890850523328, 80.93060707120685, 0.2510007140967024]",0.3083171830666407,0.6916828169333593,0.3083171830666407,12,274,OK
"[174.72920976754682, 77.1534356610026, 0.2446171922549359]",0.30652596931501264,0.6934740306849874,0.30652596931501264,12,275,OK
"[173.8749268662871, 77.25580793850932, 0.24482935161347819]",0.3085101283951205,0.6914898716048795,0.3085101283951205,12,276,OK
"[173.91147265690554, 73.66571496666921, 0.24482542561492782]",0.31905854024192115,0.6809414597580788,0.31905854024192115,12,277,OK
"[178.8217117912343, 77.1534356610026, 0.2733251584944567]",0.2972602457494674,0.7027397542505326,0.2972602457494674,12,278,OK
"[174.85344041779985, 77.26003877369298, 0.2445589617590439]",0.30583250064338807,0.6941674993566119,0.30583250064338807,12,279,CACHE
"[174.85344041779985, 77.26003877369298, 0.2445589617590439]",0.30583250064338807,0.6941674993566119,0.30583250064338807,12,280,CACHE
"[165.74976343955194, 90.65903064142987, 0.07157969047143778]",1.076305790087171,-0.07630579008717109,1.076305790087171,13,281,OK
"[180.22626276282043, 75.8816514027262, 0.2752195039634615]",0.2989357060758605,0.7010642939241395,0.2989357060758605,13,282,OK
"[180.22374578032174, 77.13413524331844, 0.27936354293317317]",0.30131400282656307,0.6986859971734369,0.30131400282656307,13,283,OK
"[178.82422877373295, 75.90095182041037, 0.2736242321642219]",0.29403275918001537,0.7059672408199846,0.29403275918001537,13,284,OK
"[178.80611169121107, 78.81096581297508, 0.2676286555654625]",0.3035682095361042,0.6964317904638958,0.3035682095361042,13,285,OK
"[174.85393930216787, 78.7012031859146, 0.24456282026032422]",0.3034079777150629,0.6965920222849371,0.3034079777150629,13,286,OK
"[174.85830983814753, 79.10303097549935, 0.2466934621655989]",0.3042324431857826,0.6957675568142174,0.3042324431857826,13,287,OK
"[174.85344041779985, 77.26003877369298, 0.24452043115091426]",0.3060026416070596,0.6939973583929404,0.3060026416070596,13,288,OK
"[174.85344041779985, 81.41407331220395, 0.2857371370468892]",0.3490653778880254,0.6509346221119746,0.3490653778880254,13,289,OK
"[173.91147265690554, 78.7012031859146, 0.24483121541416764]",0.3060947159844123,0.6939052840155877,0.3060947159844123,13,290,OK
"[173.91147265690554, 78.71431184505191, 0.24483059785313488]",0.3061006346306274,0.6938993653693726,0.3061006346306274,13,291,OK
"[174.75144594791698, 77.17458617210751, 0.2445589617590439]",0.3063228541884081,0.6936771458115919,0.3063228541884081,13,292,OK
"[174.75144594791698, 77.1534356610026, 0.2445589617590439]",0.3064409465844339,0.6935590534155661,0.3064409465844339,13,293,CACHE
"[174.75144594791698, 76.08349955669298, 0.2445576817707522]",0.31278895948091223,0.6872110405190878,0.31278895948091223,13,294,OK
"[179.7875036206631, 77.1534356610026, 0.2446171922549359]",0.323507439009187,0.676492560990813,0.323507439009187,13,295,OK
"[174.60598748217402, 77.15460006023174, 0.29221633689315657]",0.328806876581332,0.671193123418668,0.328806876581332,13,296,OK
"[180.22735784687524, 75.89254185945748, 0.2795492582232885]",0.2972657390415083,0.7027342609584917,0.2972657390415083,13,297,OK
"[178.8200442731254, 75.8816514027262, 0.273688425928224]",0.2939391951468071,0.7060608048531929,0.2939391951468071,13,298,OK
"[178.8217117912343, 77.1534356610026, 0.27339762655143585]",0.2971983023922884,0.7028016976077116,0.2971983023922884,13,299,CACHE
"[180.22683519687448, 77.14254520427133, 0.2793402394918417]",0.30157509014470785,0.6984249098552922,0.30157509014470785,13,300,CACHE
"[91.22195180288034, 54.352791857328896, 0.2647604517091488]",5.96639884461696,-4.96639884461696,5.96639884461696,14,301,OK
"[178.8217117912343, 77.1534356610026, 0.2733245732607772]",0.29706076168162077,0.7029392383183792,0.29706076168162077,14,302,OK
"[178.8217117912343, 77.1534356610026, 0.27339821178511536]",0.2971099471434848,0.7028900528565152,0.2971099471434848,14,303,OK
"[180.22735784687524, 75.89254185945748, 0.2795492582232885]",0.2972657390415083,0.7027342609584917,0.2972657390415083,14,304,CACHE
"[180.22626276282043, 75.8816514027262, 0.2752195039634615]",0.2989357060758605,0.7010642939241395,0.2989357060758605,14,305,CACHE
"[180.22365829027356, 77.13413524331844, 0.27936354293317317]",0.3015449470148963,0.6984550529851037,0.3015449470148963,14,306,OK
"[180.22692268692262, 77.14254520427133, 0.2793402394918417]",0.3014664750543937,0.6985335249456063,0.3014664750543937,14,307,OK
"[174.8438589511002, 78.8076868226309, 0.24456282026032422]",0.3035239338206013,0.6964760661793987,0.3035239338206013,14,308,OK
"[178.81619204227874, 78.70448217625878, 0.2676286555654625]",0.3030213920429967,0.6969786079570033,0.3030213920429967,14,309,OK
"[174.8583877558657, 79.10303097549935, 0.24676048915403936]",0.3040651872693947,0.6959348127306053,0.3040651872693947,14,310,OK
"[174.8533625000817, 77.26003877369298, 0.2444534041624738]",0.3059498398175633,0.6940501601824367,0.3059498398175633,14,311,OK
"[178.76334034859224, 75.84991217447157, 0.2445589617590439]",0.3267076197475147,0.6732923802524853,0.3267076197475147,14,312,OK
"[174.80924495650493, 77.21721585709344, 0.2736475356055533]",0.30664104470627684,0.6933589552937232,0.30664104470627684,14,313,OK
"[180.22626276282043, 75.8816514027262, 0.2795901485459592]",0.29710511586461175,0.7028948841353883,0.29710511586461175,14,314,CACHE
"[180.22626276282043, 75.8816514027262, 0.2795901485459592]",0.29710511586461175,0.7028948841353883,0.29710511586461175,14,315,CACHE
